_id,Station ID,Station Name,Direction,MTO Region,Highway or Road,Location Description,Day of Week Number,Hour,Single,Multi,Auto,total_trucks,Total vehicles
6301,ON0125,Glen Tay (West/Ouest: Ottawa - Peterborough),West,Eastern,Hwy 7,"On Highway 7, between Glen Tay Rd & Lanark County Rd 36, 4.4 km west of Lanark Rd 511 west of Perth",4,12,5,17,156,22,178
6302,ON0125,Glen Tay (West/Ouest: Ottawa - Peterborough),West,Eastern,Hwy 7,"On Highway 7, between Glen Tay Rd & Lanark County Rd 36, 4.4 km west of Lanark Rd 511 west of Perth",4,13,8,23,156,31,188
6303,ON0125,Glen Tay (West/Ouest: Ottawa - Peterborough),West,Eastern,Hwy 7,"On Highway 7, between Glen Tay Rd & Lanark County Rd 36, 4.4 km west of Lanark Rd 511 west of Perth",4,14,5,16,180,20,200
6304,ON0125,Glen Tay (West/Ouest: Ottawa - Peterborough),West,Eastern,Hwy 7,"On Highway 7, between Glen Tay Rd & Lanark County Rd 36, 4.4 km west of Lanark Rd 511 west of Perth",4,15,4,17,216,20,236
6305,ON0125,Glen Tay (West/Ouest: Ottawa - Peterborough),West,Eastern,Hwy 7,"On Highway 7, between Glen Tay Rd & Lanark County Rd 36, 4.4 km west of Lanark Rd 511 west of Perth",4,16,3,14,202,17,218
6306,ON0125,Glen Tay (West/Ouest: Ottawa - Peterborough),West,Eastern,Hwy 7,"On Highway 7, between Glen Tay Rd & Lanark County Rd 36, 4.4 km west of Lanark Rd 511 west of Perth",4,17,3,10,190,13,203
6307,ON0125,Glen Tay (West/Ouest: Ottawa - Peterborough),West,Eastern,Hwy 7,"On Highway 7, between Glen Tay Rd & Lanark County Rd 36, 4.4 km west of Lanark Rd 511 west of Perth",4,18,2,15,150,17,167
6308,ON0125,Glen Tay (West/Ouest: Ottawa - Peterborough),West,Eastern,Hwy 7,"On Highway 7, between Glen Tay Rd & Lanark County Rd 36, 4.4 km west of Lanark Rd 511 west of Perth",4,19,3,28,108,32,140
6309,ON0125,Glen Tay (West/Ouest: Ottawa - Peterborough),West,Eastern,Hwy 7,"On Highway 7, between Glen Tay Rd & Lanark County Rd 36, 4.4 km west of Lanark Rd 511 west of Perth",4,20,3,14,96,18,113
6310,ON0125,Glen Tay (West/Ouest: Ottawa - Peterborough),West,Eastern,Hwy 7,"On Highway 7, between Glen Tay Rd & Lanark County Rd 36, 4.4 km west of Lanark Rd 511 west of Perth",4,21,3,10,65,12,78
6311,ON0125,Glen Tay (West/Ouest: Ottawa - Peterborough),West,Eastern,Hwy 7,"On Highway 7, between Glen Tay Rd & Lanark County Rd 36, 4.4 km west of Lanark Rd 511 west of Perth",4,22,2,6,39,8,47
6312,ON0125,Glen Tay (West/Ouest: Ottawa - Peterborough),West,Eastern,Hwy 7,"On Highway 7, between Glen Tay Rd & Lanark County Rd 36, 4.4 km west of Lanark Rd 511 west of Perth",4,23,0,8,47,8,55
6313,ON0125,Glen Tay (West/Ouest: Ottawa - Peterborough),West,Eastern,Hwy 7,"On Highway 7, between Glen Tay Rd & Lanark County Rd 36, 4.4 km west of Lanark Rd 511 west of Perth",5,0,0,8,55,8,63
6314,ON0125,Glen Tay (West/Ouest: Ottawa - Peterborough),West,Eastern,Hwy 7,"On Highway 7, between Glen Tay Rd & Lanark County Rd 36, 4.4 km west of Lanark Rd 511 west of Perth",5,1,2,12,10,14,24
6315,ON0125,Glen Tay (West/Ouest: Ottawa - Peterborough),West,Eastern,Hwy 7,"On Highway 7, between Glen Tay Rd & Lanark County Rd 36, 4.4 km west of Lanark Rd 511 west of Perth",5,2,0,8,3,8,10
6316,ON0125,Glen Tay (West/Ouest: Ottawa - Peterborough),West,Eastern,Hwy 7,"On Highway 7, between Glen Tay Rd & Lanark County Rd 36, 4.4 km west of Lanark Rd 511 west of Perth",5,3,0,3,18,3,20
6317,ON0125,Glen Tay (West/Ouest: Ottawa - Peterborough),West,Eastern,Hwy 7,"On Highway 7, between Glen Tay Rd & Lanark County Rd 36, 4.4 km west of Lanark Rd 511 west of Perth",5,4,0,6,12,6,18
6318,ON0125,Glen Tay (West/Ouest: Ottawa - Peterborough),West,Eastern,Hwy 7,"On Highway 7, between Glen Tay Rd & Lanark County Rd 36, 4.4 km west of Lanark Rd 511 west of Perth",5,5,2,8,24,10,34
6319,ON0125,Glen Tay (West/Ouest: Ottawa - Peterborough),West,Eastern,Hwy 7,"On Highway 7, between Glen Tay Rd & Lanark County Rd 36, 4.4 km west of Lanark Rd 511 west of Perth",5,6,2,18,50,20,70
6320,ON0125,Glen Tay (West/Ouest: Ottawa - Peterborough),West,Eastern,Hwy 7,"On Highway 7, between Glen Tay Rd & Lanark County Rd 36, 4.4 km west of Lanark Rd 511 west of Perth",5,7,2,9,76,12,88
6321,ON0125,Glen Tay (West/Ouest: Ottawa - Peterborough),West,Eastern,Hwy 7,"On Highway 7, between Glen Tay Rd & Lanark County Rd 36, 4.4 km west of Lanark Rd 511 west of Perth",5,8,6,9,110,15,125
6322,ON0125,Glen Tay (West/Ouest: Ottawa - Peterborough),West,Eastern,Hwy 7,"On Highway 7, between Glen Tay Rd & Lanark County Rd 36, 4.4 km west of Lanark Rd 511 west of Perth",5,9,4,8,140,12,151
6323,ON0125,Glen Tay (West/Ouest: Ottawa - Peterborough),West,Eastern,Hwy 7,"On Highway 7, between Glen Tay Rd & Lanark County Rd 36, 4.4 km west of Lanark Rd 511 west of Perth",5,10,6,20,169,26,195
6324,ON0125,Glen Tay (West/Ouest: Ottawa - Peterborough),West,Eastern,Hwy 7,"On Highway 7, between Glen Tay Rd & Lanark County Rd 36, 4.4 km west of Lanark Rd 511 west of Perth",5,11,7,14,190,20,211
6325,ON0125,Glen Tay (West/Ouest: Ottawa - Peterborough),West,Eastern,Hwy 7,"On Highway 7, between Glen Tay Rd & Lanark County Rd 36, 4.4 km west of Lanark Rd 511 west of Perth",5,12,5,16,213,21,234
6326,ON0125,Glen Tay (West/Ouest: Ottawa - Peterborough),West,Eastern,Hwy 7,"On Highway 7, between Glen Tay Rd & Lanark County Rd 36, 4.4 km west of Lanark Rd 511 west of Perth",5,13,7,16,188,23,212
6327,ON0125,Glen Tay (West/Ouest: Ottawa - Peterborough),West,Eastern,Hwy 7,"On Highway 7, between Glen Tay Rd & Lanark County Rd 36, 4.4 km west of Lanark Rd 511 west of Perth",5,14,8,18,220,26,246
6328,ON0125,Glen Tay (West/Ouest: Ottawa - Peterborough),West,Eastern,Hwy 7,"On Highway 7, between Glen Tay Rd & Lanark County Rd 36, 4.4 km west of Lanark Rd 511 west of Perth",5,15,8,18,218,26,244
6329,ON0125,Glen Tay (West/Ouest: Ottawa - Peterborough),West,Eastern,Hwy 7,"On Highway 7, between Glen Tay Rd & Lanark County Rd 36, 4.4 km west of Lanark Rd 511 west of Perth",5,16,6,20,229,26,256
6330,ON0125,Glen Tay (West/Ouest: Ottawa - Peterborough),West,Eastern,Hwy 7,"On Highway 7, between Glen Tay Rd & Lanark County Rd 36, 4.4 km west of Lanark Rd 511 west of Perth",5,17,4,9,224,14,237
6331,ON0125,Glen Tay (West/Ouest: Ottawa - Peterborough),West,Eastern,Hwy 7,"On Highway 7, between Glen Tay Rd & Lanark County Rd 36, 4.4 km west of Lanark Rd 511 west of Perth",5,18,6,18,188,24,212
6332,ON0125,Glen Tay (West/Ouest: Ottawa - Peterborough),West,Eastern,Hwy 7,"On Highway 7, between Glen Tay Rd & Lanark County Rd 36, 4.4 km west of Lanark Rd 511 west of Perth",5,19,3,23,154,26,180
6333,ON0125,Glen Tay (West/Ouest: Ottawa - Peterborough),West,Eastern,Hwy 7,"On Highway 7, between Glen Tay Rd & Lanark County Rd 36, 4.4 km west of Lanark Rd 511 west of Perth",5,20,3,23,118,26,144
6334,ON0125,Glen Tay (West/Ouest: Ottawa - Peterborough),West,Eastern,Hwy 7,"On Highway 7, between Glen Tay Rd & Lanark County Rd 36, 4.4 km west of Lanark Rd 511 west of Perth",5,21,0,9,108,10,117
6335,ON0125,Glen Tay (West/Ouest: Ottawa - Peterborough),West,Eastern,Hwy 7,"On Highway 7, between Glen Tay Rd & Lanark County Rd 36, 4.4 km west of Lanark Rd 511 west of Perth",5,22,2,12,54,14,68
6336,ON0125,Glen Tay (West/Ouest: Ottawa - Peterborough),West,Eastern,Hwy 7,"On Highway 7, between Glen Tay Rd & Lanark County Rd 36, 4.4 km west of Lanark Rd 511 west of Perth",5,23,1,7,36,8,44
6337,ON0125,Glen Tay (West/Ouest: Ottawa - Peterborough),West,Eastern,Hwy 7,"On Highway 7, between Glen Tay Rd & Lanark County Rd 36, 4.4 km west of Lanark Rd 511 west of Perth",6,0,0,6,45,7,52
6338,ON0125,Glen Tay (West/Ouest: Ottawa - Peterborough),West,Eastern,Hwy 7,"On Highway 7, between Glen Tay Rd & Lanark County Rd 36, 4.4 km west of Lanark Rd 511 west of Perth",6,1,0,6,20,6,26
6339,ON0125,Glen Tay (West/Ouest: Ottawa - Peterborough),West,Eastern,Hwy 7,"On Highway 7, between Glen Tay Rd & Lanark County Rd 36, 4.4 km west of Lanark Rd 511 west of Perth",6,2,0,4,10,4,14
6340,ON0125,Glen Tay (West/Ouest: Ottawa - Peterborough),West,Eastern,Hwy 7,"On Highway 7, between Glen Tay Rd & Lanark County Rd 36, 4.4 km west of Lanark Rd 511 west of Perth",6,3,2,4,4,5,9
6341,ON0125,Glen Tay (West/Ouest: Ottawa - Peterborough),West,Eastern,Hwy 7,"On Highway 7, between Glen Tay Rd & Lanark County Rd 36, 4.4 km west of Lanark Rd 511 west of Perth",6,4,1,4,5,5,10
6342,ON0125,Glen Tay (West/Ouest: Ottawa - Peterborough),West,Eastern,Hwy 7,"On Highway 7, between Glen Tay Rd & Lanark County Rd 36, 4.4 km west of Lanark Rd 511 west of Perth",6,5,0,11,20,11,31
6343,ON0125,Glen Tay (West/Ouest: Ottawa - Peterborough),West,Eastern,Hwy 7,"On Highway 7, between Glen Tay Rd & Lanark County Rd 36, 4.4 km west of Lanark Rd 511 west of Perth",6,6,3,9,59,12,71
6344,ON0125,Glen Tay (West/Ouest: Ottawa - Peterborough),West,Eastern,Hwy 7,"On Highway 7, between Glen Tay Rd & Lanark County Rd 36, 4.4 km west of Lanark Rd 511 west of Perth",6,7,0,9,88,9,97
6345,ON0125,Glen Tay (West/Ouest: Ottawa - Peterborough),West,Eastern,Hwy 7,"On Highway 7, between Glen Tay Rd & Lanark County Rd 36, 4.4 km west of Lanark Rd 511 west of Perth",6,8,4,12,139,15,154
6346,ON0125,Glen Tay (West/Ouest: Ottawa - Peterborough),West,Eastern,Hwy 7,"On Highway 7, between Glen Tay Rd & Lanark County Rd 36, 4.4 km west of Lanark Rd 511 west of Perth",6,9,6,14,162,20,182
6347,ON0125,Glen Tay (West/Ouest: Ottawa - Peterborough),West,Eastern,Hwy 7,"On Highway 7, between Glen Tay Rd & Lanark County Rd 36, 4.4 km west of Lanark Rd 511 west of Perth",6,10,14,20,248,34,282
6348,ON0125,Glen Tay (West/Ouest: Ottawa - Peterborough),West,Eastern,Hwy 7,"On Highway 7, between Glen Tay Rd & Lanark County Rd 36, 4.4 km west of Lanark Rd 511 west of Perth",6,11,10,19,257,29,286
6349,ON0125,Glen Tay (West/Ouest: Ottawa - Peterborough),West,Eastern,Hwy 7,"On Highway 7, between Glen Tay Rd & Lanark County Rd 36, 4.4 km west of Lanark Rd 511 west of Perth",6,12,11,21,281,32,313
6350,ON0125,Glen Tay (West/Ouest: Ottawa - Peterborough),West,Eastern,Hwy 7,"On Highway 7, between Glen Tay Rd & Lanark County Rd 36, 4.4 km west of Lanark Rd 511 west of Perth",6,13,10,20,309,30,339
6351,ON0125,Glen Tay (West/Ouest: Ottawa - Peterborough),West,Eastern,Hwy 7,"On Highway 7, between Glen Tay Rd & Lanark County Rd 36, 4.4 km west of Lanark Rd 511 west of Perth",6,14,9,15,301,24,325
6352,ON0125,Glen Tay (West/Ouest: Ottawa - Peterborough),West,Eastern,Hwy 7,"On Highway 7, between Glen Tay Rd & Lanark County Rd 36, 4.4 km west of Lanark Rd 511 west of Perth",6,15,9,14,352,23,375
6353,ON0125,Glen Tay (West/Ouest: Ottawa - Peterborough),West,Eastern,Hwy 7,"On Highway 7, between Glen Tay Rd & Lanark County Rd 36, 4.4 km west of Lanark Rd 511 west of Perth",6,16,8,14,385,22,407
6354,ON0125,Glen Tay (West/Ouest: Ottawa - Peterborough),West,Eastern,Hwy 7,"On Highway 7, between Glen Tay Rd & Lanark County Rd 36, 4.4 km west of Lanark Rd 511 west of Perth",6,17,6,10,365,16,381
6355,ON0125,Glen Tay (West/Ouest: Ottawa - Peterborough),West,Eastern,Hwy 7,"On Highway 7, between Glen Tay Rd & Lanark County Rd 36, 4.4 km west of Lanark Rd 511 west of Perth",6,18,8,10,351,17,368
